averageRating,numVotes,startYear,genres
6.7,810,1960,"Music,Talk-Show"
5.2,2772,1960,"Music,Talk-Show"
8.7,546,1960,"Music,Talk-Show"
7.4,1589,1961,"Music,Talk-Show"
6.0,566,1961,"Music,Talk-Show"
5.8,3503,1963,"Music,Talk-Show"
3.8,1354,1963,"Music,Talk-Show"
1.7,2113,1963,"Music,Talk-Show"
6.9,461574,1964,"Music,Talk-Show"
8.0,19202,1964,"Music,Talk-Show"
7.6,609,1964,"Music,Talk-Show"
6.5,742,1965,"Music,Talk-Show"
8.8,1059,1965,"Music,Talk-Show"
6.5,981,1966,"Music,Talk-Show"
7.3,704,1949,"Music,Talk-Show"
6.5,960,1949,"Music,Talk-Show"
6.8,3123,1967,"Music,Talk-Show"
6.5,1031,1968,"Music,Talk-Show"
7.5,1332,1968,"Music,Talk-Show"
6.0,656,1967,"Music,Talk-Show"
7.0,9272,1969,"Music,Talk-Show"
7.7,511,1969,"Music,Talk-Show"
7.1,8120,1951,"Music,Talk-Show"
5.6,34087,1951,"Music,Talk-Show"
7.2,673,1951,"Music,Talk-Show"
7.2,590,1952,"Music,Talk-Show"
6.0,2362,1952,"Music,Talk-Show"
6.4,1893,1952,"Music,Talk-Show"
3.5,2952,1951,"Music,Talk-Show"
7.5,11008,1952,"Music,Talk-Show"
6.0,678,1953,"Music,Talk-Show"
7.5,13175,1952,"Music,Talk-Show"
4.8,1795,1953,"Music,Talk-Show"
7.2,896,1952,"Music,Talk-Show"
3.7,1205,1953,"Music,Talk-Show"
7.1,584,1953,"Music,Talk-Show"
8.0,1272,1954,"Music,Talk-Show"
7.2,1140,1954,"Music,Talk-Show"
8.0,666,1953,"Music,Talk-Show"
8.9,1947,1954,"Music,Talk-Show"
7.8,590,1955,"Music,Talk-Show"
6.2,856,1955,"Music,Talk-Show"
6.2,964,1954,"Music,Talk-Show"
6.9,3009,1954,"Music,Talk-Show"
8.6,1041,1956,"Music,Talk-Show"
7.3,781,1956,"Music,Talk-Show"
7.8,2775,1956,"Music,Talk-Show"
5.9,2749,1956,"Music,Talk-Show"
7.5,3263,1956,"Music,Talk-Show"
8.3,1074,1956,"Music,Talk-Show"
7.0,1141,1955,"Music,Talk-Show"
8.2,800,1956,"Music,Talk-Show"
6.7,894,1999,Comedy
6.3,628,1999,Comedy
6.9,733,1999,Comedy
7.2,513,1984,Music
9.2,1815,1984,Music
8.0,554,2003,Talk-Show
4.6,17162,2003,Talk-Show
8.3,5740,2004,Talk-Show
8.9,1447,2004,Talk-Show
8.5,3417,2004,Talk-Show
6.5,558,2004,Talk-Show
7.7,2079,2004,Talk-Show
7.6,1242,2005,Talk-Show
7.5,506,2005,Talk-Show
4.5,1504,1967,"News,Talk-Show"
2.8,693,1982,"News,Talk-Show"
7.6,11998,1986,"News,Talk-Show"
4.9,590,1995,"News,Talk-Show"
7.3,1241,1996,"News,Talk-Show"
8.0,2147,1996,"News,Talk-Show"
6.8,543,2000,"News,Talk-Show"
6.7,744,2002,"News,Talk-Show"
6.2,678,2003,"News,Talk-Show"
7.5,631,2003,"News,Talk-Show"
7.9,956,2003,"News,Talk-Show"
7.6,636,2003,"News,Talk-Show"
7.7,670,2004,"News,Talk-Show"
8.5,1605,2004,"News,Talk-Show"
7.7,2564,2004,"News,Talk-Show"
5.2,3277,2004,"News,Talk-Show"
6.2,3523,2004,"News,Talk-Show"
8.2,529,2005,"News,Talk-Show"
6.3,1150,2005,"News,Talk-Show"
8.0,813,2005,"News,Talk-Show"
7.5,673,2005,"News,Talk-Show"
7.8,777,2005,"News,Talk-Show"
7.8,503,2005,"News,Talk-Show"
8.1,512,2005,"News,Talk-Show"
7.8,534,2005,"News,Talk-Show"
5.3,2445,2005,"News,Talk-Show"
7.9,1378,2004,"News,Talk-Show"
7.1,1582,1982,"Crime,Drama"
8.2,2257,1986,"Family,Fantasy,Musical"
6.2,680,1984,"Family,Fantasy,Musical"
5.9,676,1981,"Family,Fantasy,Musical"
7.1,549,1984,"Family,Fantasy,Musical"
7.2,2678,1987,"Family,Fantasy,Musical"
6.5,169401,1987,"Family,Fantasy,Musical"
5.4,102041,1986,"Family,Fantasy,Musical"
6.5,162541,1981,"Family,Fantasy,Musical"
8.4,2212,1983,"Family,Fantasy,Musical"
7.4,1730,1984,"Family,Fantasy,Musical"
4.3,1608,1985,"Family,Fantasy,Musical"
7.8,1040,1982,"Family,Fantasy,Musical"
4.6,3204,1987,"Family,Fantasy,Musical"
8.5,1101,1961,Comedy
7.8,668,2005,"Animation,Comedy"
9.0,3458,2006,"Animation,Comedy"
6.1,954,2000,"Comedy,Talk-Show"
8.2,8466,2006,"Comedy,Music"
6.9,1033,2005,"Comedy,Music"
4.3,172918,1997,Comedy
5.0,867,1997,Comedy
7.0,2338,2002,"Action,Drama,Thriller"
9.1,549,1960,Western
6.4,682,1959,Western
8.1,2230,1958,Western
5.1,1357,1959,Western
6.3,1019,1960,Western
6.8,660,1959,Western
7.8,744,1959,Western
8.1,1091,1974,"Drama,Fantasy,Sci-Fi"
8.1,1208,1974,"Drama,Fantasy,Sci-Fi"
4.4,1442,1975,"Drama,Fantasy,Sci-Fi"
7.0,1073,1979,"Drama,Fantasy,Sci-Fi"
8.4,10801,1994,Sci-Fi
8.4,4541,1994,Sci-Fi
5.1,666,1995,Sci-Fi
6.7,1510,1980,Talk-Show
8.0,2047,1962,"Comedy,Talk-Show"
5.7,25606,1965,"Comedy,Talk-Show"
8.8,2963,1969,"Comedy,Talk-Show"
8.6,2489,1969,"Comedy,Talk-Show"
7.9,2175,1969,"Comedy,Talk-Show"
8.5,3146,1969,"Comedy,Talk-Show"
8.0,2283,1969,"Comedy,Talk-Show"
7.9,2232,1969,"Comedy,Talk-Show"
7.8,2165,1969,"Comedy,Talk-Show"
7.8,2134,1969,"Comedy,Talk-Show"
8.0,2218,1969,"Comedy,Talk-Show"
8.5,2723,1969,"Comedy,Talk-Show"
8.8,2815,1969,"Comedy,Talk-Show"
9.5,5091,1969,"Comedy,Talk-Show"
8.9,3109,1969,"Comedy,Talk-Show"
8.4,2370,1969,"Comedy,Talk-Show"
8.4,2337,1970,"Comedy,Talk-Show"
8.2,2316,1970,"Comedy,Talk-Show"
8.1,2323,1970,"Comedy,Talk-Show"
8.2,2299,1970,"Comedy,Talk-Show"
7.8,818,1970,"Comedy,Talk-Show"
8.2,746,1970,"Comedy,Talk-Show"
7.5,805,1970,"Comedy,Talk-Show"
8.3,1363,1970,"Comedy,Talk-Show"
8.6,3265,1970,"Comedy,Talk-Show"
5.9,580,1970,"Comedy,Talk-Show"
6.5,1229,1970,"Comedy,Talk-Show"
5.1,519,1970,"Comedy,Talk-Show"
7.3,5584,1970,"Comedy,Talk-Show"
5.4,1188,1970,"Comedy,Talk-Show"
7.6,1141,1970,"Comedy,Talk-Show"
7.6,713,1970,"Comedy,Talk-Show"
7.9,692,1970,"Comedy,Talk-Show"
7.7,6812,1970,"Comedy,Talk-Show"
7.0,747,1970,"Comedy,Talk-Show"
6.8,935,1970,"Comedy,Talk-Show"
6.3,666,1970,"Comedy,Talk-Show"
7.9,564,1971,"Comedy,Talk-Show"
8.5,629,1971,"Comedy,Talk-Show"
8.0,531,1971,"Comedy,Talk-Show"
7.8,532,1971,"Comedy,Talk-Show"
8.4,588,1971,"Comedy,Talk-Show"
5.8,2046,1971,"Comedy,Talk-Show"
8.2,544,1971,"Comedy,Talk-Show"
5.9,1096,1971,"Comedy,Talk-Show"
5.9,3591,1971,"Comedy,Talk-Show"
4.9,588,1971,"Comedy,Talk-Show"
4.9,624,1971,"Comedy,Talk-Show"
7.1,9152,1971,"Comedy,Talk-Show"
8.2,9002,1971,"Comedy,Talk-Show"
7.9,949,1971,"Comedy,Talk-Show"
6.4,8956,1971,"Comedy,Talk-Show"
8.3,7791,1971,"Comedy,Talk-Show"
9.3,12302,1971,"Comedy,Talk-Show"
7.6,3018,1971,"Comedy,Talk-Show"
6.7,2221,1971,"Comedy,Talk-Show"
5.8,675,1971,"Comedy,Talk-Show"
5.7,668,1971,"Comedy,Talk-Show"
7.0,1163,1971,"Comedy,Talk-Show"
7.0,2019,1971,"Comedy,Talk-Show"
8.8,2471,1971,"Comedy,Talk-Show"
7.8,2097,1971,"Comedy,Talk-Show"
5.4,1823,1971,"Comedy,Talk-Show"
8.0,696339,1971,"Comedy,Talk-Show"
3.7,781,1971,"Comedy,Talk-Show"
6.5,1325,1971,"Comedy,Talk-Show"
5.1,10452,1971,"Comedy,Talk-Show"
6.4,2937,1971,"Comedy,Talk-Show"
3.4,1774,1971,"Comedy,Talk-Show"
4.1,1765,1972,"Comedy,Talk-Show"
5.6,6214,1972,"Comedy,Talk-Show"
5.8,900,1972,"Comedy,Talk-Show"
7.5,696,1972,"Comedy,Talk-Show"
8.1,2511,1972,"Comedy,Talk-Show"
8.7,3149,1972,"Comedy,Talk-Show"
9.1,3629,1972,"Comedy,Talk-Show"
8.2,2866,1972,"Comedy,Talk-Show"
6.5,649,1972,"Comedy,Talk-Show"
5.2,709,1972,"Comedy,Talk-Show"
5.8,1210,1972,"Comedy,Talk-Show"
7.6,1316,1972,"Comedy,Talk-Show"
7.7,1377,1972,"Comedy,Talk-Show"
6.9,985,1972,"Comedy,Talk-Show"
8.2,1076,1972,"Comedy,Talk-Show"
7.9,1237,1972,"Comedy,Talk-Show"
8.3,1233,1972,"Comedy,Talk-Show"
8.7,1327,1972,"Comedy,Talk-Show"
8.2,1151,1972,"Comedy,Talk-Show"
8.2,1162,1972,"Comedy,Talk-Show"
8.7,1542,1972,"Comedy,Talk-Show"
6.5,1234,1972,"Comedy,Talk-Show"
5.8,6048,1972,"Comedy,Talk-Show"
5.9,5619,1972,"Comedy,Talk-Show"
8.6,1308,1972,"Comedy,Talk-Show"
7.1,3027,1972,"Comedy,Talk-Show"
1.7,502,1972,"Comedy,Talk-Show"
7.7,878,1972,"Comedy,Talk-Show"
9.0,2078,1972,"Comedy,Talk-Show"
6.5,1301,1972,"Comedy,Talk-Show"
8.8,2167,1973,"Comedy,Talk-Show"
8.8,2118,1973,"Comedy,Talk-Show"
9.2,2104,1973,"Comedy,Talk-Show"
9.2,2020,1973,"Comedy,Talk-Show"
9.0,1945,1973,"Comedy,Talk-Show"
9.1,1903,1973,"Comedy,Talk-Show"
9.4,1909,1973,"Comedy,Talk-Show"
9.1,1845,1973,"Comedy,Talk-Show"
8.9,1783,1973,"Comedy,Talk-Show"
8.8,1755,1973,"Comedy,Talk-Show"
9.2,1646,1973,"Comedy,Talk-Show"
9.0,1606,1973,"Comedy,Talk-Show"
7.0,1265,1973,"Comedy,Talk-Show"
8.5,1072,1973,"Comedy,Talk-Show"
8.4,1076,1973,"Comedy,Talk-Show"
8.4,1018,1973,"Comedy,Talk-Show"
8.5,892,1973,"Comedy,Talk-Show"
8.1,914,1973,"Comedy,Talk-Show"
8.5,840,1973,"Comedy,Talk-Show"
8.9,845,1973,"Comedy,Talk-Show"
8.8,795,1973,"Comedy,Talk-Show"
8.9,727,1973,"Comedy,Talk-Show"
9.0,703,1973,"Comedy,Talk-Show"
7.5,755,1973,"Comedy,Talk-Show"
9.1,727,1973,"Comedy,Talk-Show"
7.1,656,1973,"Comedy,Talk-Show"
8.6,1711,1973,"Comedy,Talk-Show"
6.8,898,1973,"Comedy,Talk-Show"
7.2,1394,1973,"Comedy,Talk-Show"
8.5,982,1973,"Comedy,Talk-Show"
6.3,501,1973,"Comedy,Talk-Show"
5.2,1722,1973,"Comedy,Talk-Show"
7.7,890,1973,"Comedy,Talk-Show"
7.7,9277,1974,"Comedy,Talk-Show"
8.4,613,1974,"Comedy,Talk-Show"
7.9,679,1974,"Comedy,Talk-Show"
7.6,662,1974,"Comedy,Talk-Show"
7.6,628,1974,"Comedy,Talk-Show"
7.7,658,1974,"Comedy,Talk-Show"
7.5,616,1974,"Comedy,Talk-Show"
6.4,781,1974,"Comedy,Talk-Show"
7.1,755,1976,"Comedy,Talk-Show"
8.4,1552,1976,"Comedy,Talk-Show"
2.6,789,1976,"Comedy,Talk-Show"
7.9,1003,1979,"Comedy,Talk-Show"
8.1,988,1979,"Comedy,Talk-Show"
7.8,960,1980,"Comedy,Talk-Show"
7.4,1035,1980,"Comedy,Talk-Show"
7.1,822,1980,"Comedy,Talk-Show"
7.7,2067,1980,"Comedy,Talk-Show"
5.2,1308,1981,"Comedy,Talk-Show"
7.0,601,1982,"Comedy,Talk-Show"
7.8,1406,1982,"Comedy,Talk-Show"
8.2,10262,1983,"Comedy,Talk-Show"
6.9,1134,1983,"Comedy,Talk-Show"
7.1,1309,1983,"Comedy,Talk-Show"
3.8,1655,1983,"Comedy,Talk-Show"
3.9,974,1983,"Comedy,Talk-Show"
8.1,909,1984,"Comedy,Talk-Show"
8.5,1621,1985,"Comedy,Talk-Show"
7.7,1218,1985,"Comedy,Talk-Show"
9.1,4284,1985,"Comedy,Talk-Show"
7.6,962,1985,"Comedy,Talk-Show"
6.4,1776,1988,"Comedy,Talk-Show"
8.5,4610,1989,"Comedy,Talk-Show"
7.6,4336,1989,"Comedy,Talk-Show"
5.5,546,1990,"Comedy,Talk-Show"
5.8,88797,1990,"Comedy,Talk-Show"
5.7,995,1990,"Comedy,Talk-Show"
7.1,2648,1990,"Comedy,Talk-Show"
5.5,505,1991,"Comedy,Talk-Show"
7.3,908,1991,"Comedy,Talk-Show"
5.1,526,1991,"Comedy,Talk-Show"
7.5,780,1992,"Comedy,Music,Talk-Show"
7.6,745,1992,"Comedy,Music,Talk-Show"
7.6,728,1992,"Comedy,Music,Talk-Show"
7.8,712,1993,"Comedy,Music,Talk-Show"
8.0,760,1993,"Comedy,Music,Talk-Show"
7.3,8624,1994,"Comedy,Music,Talk-Show"
8.3,2404,1994,"Comedy,Music,Talk-Show"
7.8,3531,1996,"Comedy,Music,Talk-Show"
7.7,1576,1999,"Comedy,Music,Talk-Show"
8.7,5034,2001,"Comedy,Music,Talk-Show"
4.3,9280,2001,"Comedy,Music,Talk-Show"
5.2,667,2001,"Comedy,Music,Talk-Show"
5.8,2781,2001,"Comedy,Music,Talk-Show"
7.2,1300,2001,"Comedy,Music,Talk-Show"
8.2,850,2001,"Comedy,Music,Talk-Show"
7.7,886,2001,"Comedy,Music,Talk-Show"
8.5,565,2001,"Comedy,Music,Talk-Show"
8.1,1759,2001,"Comedy,Music,Talk-Show"
7.9,1735,2001,"Comedy,Music,Talk-Show"
7.0,648,2001,"Comedy,Music,Talk-Show"
6.8,1027,2002,"Comedy,Music,Talk-Show"
5.6,2114,2002,"Comedy,Music,Talk-Show"
7.2,601,2002,"Comedy,Music,Talk-Show"
7.4,806,2002,"Comedy,Music,Talk-Show"
7.0,1550,2002,"Comedy,Music,Talk-Show"
7.0,1493,2002,"Comedy,Music,Talk-Show"
7.4,1528,2002,"Comedy,Music,Talk-Show"
7.5,1669,2002,"Comedy,Music,Talk-Show"
3.4,7474,2002,"Comedy,Music,Talk-Show"
9.8,507,2002,"Comedy,Music,Talk-Show"
9.0,13539,2003,"Comedy,Music,Talk-Show"
6.7,1168,2003,"Comedy,Music,Talk-Show"
6.2,30977,2003,"Comedy,Music,Talk-Show"
6.1,1135,2004,"Comedy,Music,Talk-Show"
7.3,2207,2004,"Comedy,Music,Talk-Show"
8.0,690,2004,"Comedy,Music,Talk-Show"
7.6,667,2004,"Comedy,Music,Talk-Show"
7.3,969,2004,"Comedy,Music,Talk-Show"
6.3,4063,2004,"Comedy,Music,Talk-Show"
7.3,2714,2004,"Comedy,Music,Talk-Show"
7.5,9575,2004,"Comedy,Music,Talk-Show"
4.8,1304,2004,"Comedy,Music,Talk-Show"
6.0,6630,2004,"Comedy,Music,Talk-Show"
7.2,22542,2004,"Comedy,Music,Talk-Show"
7.7,2123,2004,"Comedy,Music,Talk-Show"
1.9,966,2005,"Comedy,Music,Talk-Show"
8.1,985,2005,"Comedy,Music,Talk-Show"
7.6,2520,2005,"Comedy,Music,Talk-Show"
7.5,2080,2005,"Comedy,Music,Talk-Show"
7.4,1919,2005,"Comedy,Music,Talk-Show"
7.5,1839,2005,"Comedy,Music,Talk-Show"
7.6,1805,2005,"Comedy,Music,Talk-Show"
7.8,1794,2005,"Comedy,Music,Talk-Show"
7.6,1655,2005,"Comedy,Music,Talk-Show"
7.7,1640,2005,"Comedy,Music,Talk-Show"
8.1,1760,2005,"Comedy,Music,Talk-Show"
8.2,2197,2005,"Comedy,Music,Talk-Show"
6.5,864,2005,"Comedy,Music,Talk-Show"
7.7,1834,2005,"Comedy,Music,Talk-Show"
6.5,1136,2005,"Comedy,Music,Talk-Show"
2.9,639,2005,"Comedy,Music,Talk-Show"
7.4,794,2005,"Comedy,Music,Talk-Show"
7.5,783,2005,"Comedy,Music,Talk-Show"
7.6,9806,2005,"Comedy,Music,Talk-Show"
6.8,12586,2005,"Comedy,Music,Talk-Show"
5.2,508,2005,"Comedy,Music,Talk-Show"
6.5,1530,2005,"Comedy,Music,Talk-Show"
8.2,2682,2005,"Comedy,Music,Talk-Show"
2.3,696,2005,"Comedy,Music,Talk-Show"
2.9,615,2005,"Comedy,Music,Talk-Show"
6.1,1095,2005,"Comedy,Music,Talk-Show"
6.6,2360,2005,"Comedy,Music,Talk-Show"
7.7,983,2005,"Comedy,Music,Talk-Show"
5.4,586,2006,"Comedy,Music,Talk-Show"
8.0,1246,2006,"Comedy,Music,Talk-Show"
8.3,653,1984,"Comedy,Talk-Show"
6.1,758,1994,"Comedy,Music,Talk-Show"
7.2,2674,1998,Comedy
7.7,869,2005,Talk-Show
7.7,1396,2006,Talk-Show
4.5,1300,2005,Talk-Show
7.3,1626,2005,Talk-Show
6.9,1133,2005,Talk-Show
6.3,8526,2005,Talk-Show
5.5,603,2005,Talk-Show
6.6,543,2005,Talk-Show
6.7,2356,2006,Talk-Show
6.2,506,2006,Talk-Show
6.4,2401,2005,Talk-Show
8.0,606,2005,Talk-Show
8.0,546,2005,Talk-Show
7.8,502,2005,Talk-Show
7.9,613,2005,Talk-Show
7.1,5822,1956,Comedy
7.6,2643,1956,Comedy
7.2,2906,1956,Comedy
4.9,1020,1956,Comedy
5.5,2178,1957,Comedy
8.8,209680,1981,Comedy
7.6,560,1982,Comedy
6.8,1635,1982,Comedy
5.1,4335,1983,Comedy
6.7,1416,1982,Comedy
5.6,1266,1982,Comedy
6.6,1656,1980,Comedy
5.7,110474,1980,Comedy
6.6,3086,1985,Comedy
4.3,2511,1983,Comedy
6.0,4986,1981,Comedy
7.3,1016,2005,"Comedy,Talk-Show"
6.8,1511,2005,"Comedy,Talk-Show"
7.7,1593,2005,"Comedy,Talk-Show"
6.9,1393,2005,"Comedy,Talk-Show"
6.3,770,2005,"Comedy,Talk-Show"
7.3,586,2005,"Comedy,Talk-Show"
6.9,1362,1996,Comedy
7.3,885,1995,Comedy
7.2,912,1995,Comedy
6.9,872,2003,Music
6.8,890,2003,Music
6.9,880,2003,Music
6.8,935,2003,Music
7.2,878,2003,Music
7.2,647,2003,Music
7.4,916,2003,Music
7.1,938,2003,Music
7.4,957,2003,Music
7.4,930,2003,Music
7.1,918,2003,Music
7.5,971,2003,Music
7.4,906,2004,Music
7.4,581,2004,Music
8.5,688,1991,"Action,Crime"
7.0,825,2005,"Drama,Family,Fantasy"
7.6,3365,1962,Drama
6.5,2947,1961,Drama
7.4,4483,1961,Drama
8.5,997,2001,"Documentary,Music"
5.6,1265,2000,"Documentary,Music"
6.2,802,1991,Comedy
7.3,615,2002,Music
8.0,3389,2002,Music
7.8,894,2003,Music
7.8,1142,2004,Music
2.8,1021,2005,Music
5.0,3698,2001,Music
8.1,1914,2004,Music
6.2,1902,2004,Music
7.3,7441,2005,Music
7.7,16411,2005,Music
6.6,3920,1964,Music
7.4,531,1964,Music
7.6,751,1964,Music
7.3,31177,1964,Music
7.3,558,1964,Music
4.5,1541,1964,Music
8.6,5050,1964,Music
7.9,843,1964,Music
6.3,633,1965,Music
7.7,1542,1965,Music
7.5,1307,1965,Music
8.2,1096,1966,Music
6.3,994,1967,Music
6.1,1335,1968,Music
4.2,553,1971,Music
7.2,1199,1971,Music
4.7,985,1971,Music
6.5,1745,1972,Music
7.0,1643,1973,Music
7.8,568,1974,Music
6.6,5767,1974,Music
6.8,711,1974,Music
7.6,1029,1975,Music
6.9,950,1975,Music
5.8,2354,1975,Music
7.6,1417,1976,Music
8.8,1118,1977,Music
8.3,659,1977,Music
8.6,708,1977,Music
8.2,1027,1977,Music
6.7,512,1979,Music
9.6,10463,1979,Music
8.5,2387,1979,Music
6.9,1494,1979,Music
7.0,2057,1980,Music
6.6,722,1981,Music
6.7,612,1981,Music
6.9,569,1981,Music
6.8,544,1981,Music
3.7,692,1982,Music
8.4,584,1983,Music
7.5,514,1983,Music
6.3,3184,1983,Music
6.3,980,1983,Music
7.6,3678,1983,Music
7.4,1449,1983,Music
5.2,1556,1984,Music
6.7,82639,1984,Music
6.2,5282,1984,Music
8.1,636,1984,Music
8.0,926,1985,Music
4.1,1348,1985,Music
5.6,2142,1987,Music
6.7,36712,1988,Music
7.7,689,1988,Music
6.4,688,1989,Music
4.1,1428,1989,Music
7.4,19423,1989,Music
7.8,11014,1989,Music
7.2,952,1990,Music
7.6,614,1990,Music
7.5,4615,1990,Music
6.9,3242,1990,Music
5.0,822,1991,Music
8.0,7312,1991,Music
6.5,3365,1991,Music
5.4,520,1991,Music
5.8,789,1992,Music
6.7,2464,1992,Music
7.6,833,1992,Music
6.8,676,1992,Music
4.0,603,1993,Music
8.1,1611,1993,Music
8.6,18171,1993,Music
7.8,846,1993,Music
7.1,1653,1993,Music
7.2,799,1993,Music
5.0,638,1994,Music
8.0,682,1995,Music
8.3,864,1995,Music
8.6,642,1995,Music
8.0,4220,1995,Music
8.2,4473,1995,Music
7.1,3751,1995,Music
7.7,703,1996,Music
8.1,908,1996,Music
7.5,11865,1996,Music
5.8,565,1996,Music
7.4,1667,1996,Music
8.0,538,1996,Music
8.3,605,1997,Music
8.1,1394,1997,Music
5.8,506,1998,Music
7.3,7056,1998,Music
4.2,1386,1998,Music
8.5,954,2000,Music
8.3,843,1999,Music
8.3,787,1999,Music
8.9,888,1999,Music
5.0,1616,1999,Music
7.4,562,1999,Music
7.2,592,1999,Music
7.2,722,1999,Music
7.7,527,1999,Music
7.4,522,1999,Music
7.6,508,1999,Music
7.2,553,1999,Music
7.8,635,1999,Music
8.1,1457,1999,Music
8.9,794,2001,Music
5.3,1639,2001,Music
7.4,1177,2001,Music
5.4,2070,2002,Music
6.2,553,2002,Music
8.4,1587,2002,Music
8.0,2217,2003,Music
6.5,670,2003,Music
5.8,10924,2004,Music
2.2,501,2004,Music
7.1,3140,2005,Music
7.6,1212,2002,Reality-TV
8.6,1131,1953,"Comedy,Fantasy"
6.4,1841,1954,"Comedy,Fantasy"
4.7,2268,1954,"Comedy,Fantasy"
7.7,949,1991,"Comedy,Drama,Family"
6.8,815,1991,"Comedy,Drama,Family"
5.2,2594,1991,"Comedy,Drama,Family"
7.8,1050,1999,"Action,Drama,Mystery"
3.4,1282,2002,Music
7.1,2884,2003,Music
7.4,566,2004,Music
7.4,32379,2005,Music
7.5,1745,2005,Music
8.3,3611,2005,Music
8.0,3436,2005,Music
7.3,560,2005,Music
6.7,1087,2002,"Action,Adventure,Animation"
8.3,1249,2004,"Action,Adventure,Animation"
5.0,3886,1973,Comedy
7.1,2278,1973,Comedy
7.5,933,1973,Comedy
8.0,1694,1973,Comedy
8.6,2007,2000,"Drama,Family,Fantasy"
7.8,1640,2001,"Drama,Family,Fantasy"
8.1,1583,1997,"Drama,Family,Fantasy"
8.0,1533,2002,"Drama,Family,Fantasy"
8.5,1918,2000,"Drama,Family,Fantasy"
7.8,1498,1996,"Drama,Family,Fantasy"
8.4,1675,2002,"Drama,Family,Fantasy"
9.1,2068,2003,"Drama,Family,Fantasy"
8.1,1566,2001,"Drama,Family,Fantasy"
9.0,2190,2000,"Drama,Family,Fantasy"
9.3,2692,1996,"Drama,Family,Fantasy"
7.0,645,1999,"Drama,Family,Fantasy"
7.4,470330,1999,"Drama,Family,Fantasy"
9.1,2027,2000,"Drama,Family,Fantasy"
8.2,1652,2002,"Drama,Family,Fantasy"
8.6,1666,2000,"Drama,Family,Fantasy"
8.6,1075,2001,"Drama,Family,Fantasy"
8.2,1505,2000,"Drama,Family,Fantasy"
6.8,941,2003,"Drama,Family,Fantasy"
8.1,15379,2000,"Drama,Family,Fantasy"
4.5,3147,1995,"Drama,Family,Fantasy"
6.5,546,1999,"Drama,Family,Fantasy"
6.5,2528,1999,"Drama,Family,Fantasy"
7.9,1292,2001,"Drama,Family,Fantasy"
7.7,4313,1995,"Drama,Family,Fantasy"
7.6,4242,1998,"Drama,Family,Fantasy"
6.4,4462,2001,"Drama,Family,Fantasy"
7.4,615,1988,"Action,Drama,War"
5.7,2492,1990,"Action,Drama,War"
7.6,1107,2000,Talk-Show
7.8,727,2001,Talk-Show
7.6,574,2001,Talk-Show
7.5,4587,2002,Talk-Show
8.1,520,2002,Talk-Show
6.9,585,2004,Talk-Show
7.5,1769,2005,Talk-Show
6.3,1863,2005,Talk-Show
7.1,735,1996,Comedy
7.5,665,1996,Comedy
8.3,797,1999,Comedy
9.2,27421,1999,Comedy
9.1,10674,1999,Comedy
9.1,9874,1996,Comedy
9.2,11671,1996,Comedy
9.1,12987,1997,Comedy
8.9,12838,1999,Comedy
9.1,17198,1996,Comedy
8.9,8235,1998,Comedy
6.0,1099,1996,Comedy
6.1,28179,1997,Comedy
7.6,777,1989,"Comedy,Music"
6.0,613,1990,"Comedy,Music"
8.4,793,1989,"Comedy,Music"
8.1,687,1988,"Comedy,Music"
8.0,637,1988,"Comedy,Music"
8.5,684,1987,"Comedy,Music"
8.6,738,1989,"Comedy,Music"
8.1,629,1989,"Comedy,Music"
4.7,1663,1990,"Comedy,Music"
6.3,733,1959,Western
6.1,2575,1957,Western
7.5,610,1957,Western
3.2,508,1958,Western
7.1,1092,1958,Western
7.8,2044,1958,Western
7.8,1810,1958,Western
4.2,1547,2004,"Documentary,Music"
7.6,2249,2004,Comedy
6.0,679,2004,Comedy
5.6,1883,2004,"Comedy,Crime"
5.8,1733,2002,"Comedy,Crime"
5.9,1767,2004,"Comedy,Crime"
5.4,1772,2004,"Comedy,Crime"
8.1,828,2005,"Comedy,Crime"
6.7,531,2004,"Comedy,Drama,Romance"
7.1,2053,2004,"Comedy,Drama,Romance"
7.4,626,2005,"Comedy,Drama,Romance"
8.0,3445,2004,"Comedy,Drama,Romance"
7.6,3330,2004,"Comedy,Drama,Romance"
7.8,3492,2004,"Comedy,Drama,Romance"
5.9,815,1966,Adventure
6.7,5329,1966,Adventure
7.0,1377,1985,"Action,Adventure,Animation"
6.2,2562,2002,"Action,Adventure,Animation"
7.6,2253,2002,"Action,Adventure,Animation"
6.9,1171,2002,"Action,Adventure,Animation"
7.3,2714,1988,"Adventure,Animation,Family"
6.7,683,2005,"Action,Animation,Fantasy"
6.6,634,2005,"Action,Animation,Fantasy"
6.6,701,1988,"Action,Adventure,Animation"
5.6,3289,1987,"Action,Adventure,Animation"
6.8,1083,1994,Comedy
5.8,117278,1983,"Action,Adventure,Drama"
7.3,264230,1983,"Action,Adventure,Drama"
2.1,509,1950,Drama
6.1,813,1995,Comedy
7.4,1170,1980,Drama
7.7,836,1981,Drama
4.6,4926,1981,Drama
8.5,742,1985,Drama
8.3,658,1980,Drama
8.7,1213,1980,Drama
7.6,404191,1986,Drama
6.2,2000,1985,Drama
9.0,1312,1980,Drama
3.5,27381,1983,Drama
4.4,532,1979,Drama
5.1,641,1981,Drama
5.0,1709,1984,Drama
5.0,930,1984,Drama
7.6,816,1981,Drama
8.3,6292,1984,Drama
8.1,554,1980,Drama
7.2,3005,1981,"Drama,Romance"
