averageRating,numVotes,startYear,genres
7.7,4336,1946,Documentary
6.7,1111,1956,Documentary
8.0,648403,1967,Drama
7.2,1913,1922,"Drama,Mystery,Short"
6.6,2329,1931,"Comedy,Drama"
7.2,1402,2000,"Horror,Sci-Fi"
7.5,598,1997,Adult
6.2,4289,1963,Documentary
3.5,699,1934,Documentary
7.1,809,2001,"Comedy,Thriller"
2.8,1205,1999,Documentary
6.5,28671,1915,Short
7.2,4136,1997,Drama
8.8,3909,1944,Fantasy
3.8,1098,2000,"Crime,Drama,Thriller"
5.6,1139,1943,Documentary
7.1,2581,1946,"Comedy,Drama"
7.1,596,2000,Drama
5.6,1457,1922,"Action,Drama,History"
7.7,727,1990,"Action,Adventure,Thriller"
8.1,1936,1970,Adult
7.4,795,1933,"Adult,Short"
5.6,1450,1976,Adult
5.7,826,1985,"Documentary,Short"
7.6,1478,2001,Thriller
4.9,575,1970,"Documentary,Short"
6.5,803,1948,Drama
7.8,623,1971,Short
7.1,2246,1940,Documentary
5.6,755,1995,Adult
7.8,1137,1918,"Adventure,Drama,Fantasy"
5.7,2970,2001,"Crime,Drama,Music"
6.9,4389,1970,"Documentary,Short"
7.6,496945,1992,Documentary
6.4,22067,1997,Documentary
6.0,6388,2002,"Action,Thriller"
5.0,33410,2000,Documentary
3.1,765,1993,Short
7.4,751,1936,"Documentary,Short"
9.0,5324,2002,"Action,Thriller"
6.8,14471,2001,"Drama,History,Thriller"
7.3,2099,2001,"Action,Music,Thriller"
6.9,569,1923,"Biography,History"
6.6,726,2002,Action
5.7,1836,1964,"Drama,Fantasy"
7.2,539,2000,Game-Show
6.2,2183,1969,Game-Show
7.7,7042,2002,"Biography,Drama"
5.5,727,1945,Short
8.3,10279,2000,"Drama,Thriller"
6.9,4210,1982,"Comedy,Romance"
8.3,3892,1954,"Documentary,Short"
7.4,2002,1989,"Comedy,Documentary"
4.6,1051,1998,"Animation,Comedy,Family"
6.0,909,2002,"Horror,Thriller"
7.8,933,2000,Documentary
6.3,995,1963,Drama
6.3,1291,2001,Documentary
5.2,546,1967,Short
5.5,1201,1968,"Action,Adventure,Comedy"
7.3,267608,1985,Short
6.6,152717,1995,"Crime,Drama,Mystery"
5.5,29648,1984,Short
4.0,1934,1996,"Animation,Short"
2.7,1320,1965,"Crime,Horror,Musical"
6.5,957,1983,Family
6.9,2401,1984,"Documentary,Short"
8.1,562,1991,Documentary
8.1,3934,1980,Drama
7.7,6780,1982,Drama
5.0,7204,1977,"Crime,Drama,Mystery"
3.8,509,1987,"Crime,Drama,Mystery"
6.4,2556,1998,Short
6.1,933,1999,Comedy
3.8,3965,1982,Drama
7.4,428296,1988,Documentary
7.3,3646,1999,"Drama,Thriller"
6.8,61630,1949,"Drama,Western"
6.4,819,1982,"Documentary,Short"
6.2,12234,1994,"Action,Crime,Drama"
6.1,1094,1993,"Documentary,Short"
7.4,8646,1990,"Action,Sport"
5.0,8890,1982,Comedy
6.4,561,1983,Family
6.3,1490,1949,"Drama,Romance"
6.5,64489,1948,"Comedy,Drama"
6.0,21710,1978,Comedy
4.4,4119,2002,"Drama,Romance"
7.4,1970,1991,"Drama,Mystery"
4.8,6852,1984,Game-Show
2.2,914,1984,Drama
6.1,51361,1969,Drama
5.1,133993,1935,"Drama,Romance"
7.0,38296,2001,"Action,Comedy,Drama"
3.4,690,1981,"Documentary,Short"
7.7,572772,1984,"Drama,Romance"
7.3,7012,1978,Comedy
5.7,1888,1963,Short
6.3,1603,1983,"Drama,Short"
6.8,2948,2000,"Comedy,Drama"
6.7,4407,1972,"Animation,Musical,Short"
7.0,14945,1967,"Drama,Romance"
5.1,552,1914,"Drama,Short"
5.5,6118,1983,Drama
8.1,3161,1992,"Drama,Musical"
6.2,639,1968,Short
6.2,695,1899,"Comedy,Short"
6.1,4711,1899,"Comedy,Short"
5.9,840,1987,Adult
6.8,35494,1980,Short
5.7,619,1979,Comedy
5.2,3868,1976,Drama
5.6,44091,1915,"Adventure,Drama,Short"
7.3,790,1899,Short
4.0,1237,1934,Comedy
8.1,1122,1913,"Short,Western"
4.3,720,2000,Documentary
7.3,1905,1932,Documentary
5.8,1475,1985,"Comedy,Drama,Romance"
6.1,2198,1934,Musical
8.4,816,2000,Documentary
7.8,957,1962,Short
5.4,571,1979,Drama
6.5,8399,1968,Drama
8.3,59121,1983,"Crime,Drama"
7.4,15983,1986,Comedy
6.9,1522,1974,Adventure
7.6,1100,2001,Comedy
3.8,955,2000,Comedy
7.2,875,1954,"Drama,Romance"
5.9,1236,1974,Short
5.6,623,1954,"Crime,Drama"
6.5,5497,1947,"Documentary,Short"
6.5,735,1914,"Comedy,Short"
4.0,3528,1974,"Documentary,Short"
6.7,685,1985,Short
6.4,4588,2000,"Drama,Family,History"
7.8,3189,2001,Drama
7.3,112896,1992,"Drama,Music"
6.0,11181,1976,Drama
5.7,9013,1974,"Documentary,Short"
4.9,1155,1966,Short
5.6,25702,1991,"Adult,Comedy"
2.9,1012,1934,Comedy
5.3,5997,1899,"Documentary,Short"
2.7,940,1923,"Crime,Drama"
7.0,73762,2000,"Comedy,Drama,Romance"
7.5,851,1983,Short
6.2,5195,1999,"Comedy,Sci-Fi"
5.4,45590,1917,"Comedy,Short"
5.9,1312,1964,"Documentary,Short"
6.6,26384,1990,"Comedy,Drama"
6.6,1198,1919,"Adventure,Western"
7.5,1067,1958,"Documentary,Short"
6.7,968,1974,Comedy
7.7,1042,1983,Drama
4.5,531,2000,"Comedy,Drama,Romance"
6.6,558,1965,Drama
7.4,585,1996,"Drama,Music"
8.6,703,1990,"Comedy,Romance"
7.8,4479,1973,Mystery
6.9,652,1956,"Drama,Family"
6.2,3427,1953,"Drama,Thriller"
5.6,1410,1974,Documentary
5.3,1674,1983,Drama
6.0,3440,1981,Adult
6.2,3908,1961,"Drama,Family"
7.4,617,2000,Short
5.6,2723,1923,"Adult,Comedy,Short"
7.2,596,1983,Drama
8.6,4583,1994,"Documentary,Short"
8.4,2458,2001,"Action,Drama,Thriller"
5.5,726,1998,Documentary
5.3,4591,1984,"Drama,Horror"
6.6,10959,1984,"Adventure,Crime,Drama"
5.5,1492,2000,"Crime,Drama"
6.6,1969,1972,"Documentary,Short"
6.5,3375,2000,"Family,Sport"
5.5,3483,1929,"Comedy,Short"
7.4,94890,1999,"Biography,Documentary,Sport"
7.4,1645,1995,"Documentary,Short"
7.2,674,1914,"Drama,Short"
7.1,1606,1945,Short
7.2,1834,1944,Short
7.6,724,1899,"Documentary,Short"
7.9,598,1899,"Documentary,Short"
7.3,1041,1950,Drama
4.7,503,1972,"Comedy,Romance"
2.3,889,2000,"Crime,Drama,Mystery"
7.9,3350,1918,"Crime,Drama"
4.8,2390,1925,Short
5.3,531,1960,Short
6.4,1780,1979,Drama
5.6,3911,1955,"Adventure,Comedy,Family"
5.5,1277,1980,Comedy
2.4,542,1974,"Action,Crime,Thriller"
6.4,616,1969,"Adventure,Family,Romance"
6.6,1370,2000,Talk-Show
5.9,15794,1988,"Documentary,History"
5.4,1986,1997,"Crime,Drama"
4.0,4184,1977,Family
7.0,371511,1988,Animation
7.4,13091,1994,"Comedy,Documentary"
6.7,911,2000,Drama
7.2,260051,1989,"Documentary,Music"
6.9,859,1950,"Drama,Romance"
6.4,2268,1980,"Comedy,Documentary"
2.8,593,1974,Drama
4.5,5140,2001,"Comedy,Drama,Romance"
5.1,620,1999,Music
7.4,12865,1925,"Comedy,Romance"
7.1,639,1964,Drama
6.3,615,1985,"Comedy,Drama"
5.5,1333,1963,"Crime,Drama"
6.3,2132,1899,"Comedy,Short"
7.9,1158,1994,"Adventure,Sci-Fi"
6.0,1950,1983,"Family,Romance"
5.2,3543,1993,"Drama,Music"
6.0,731,1997,"Adult,Short"
6.4,594,1924,"Drama,Short"
5.7,6481,1955,Drama
7.7,2457,2001,"Action,Crime,Drama"
6.6,185320,1993,Adult
7.5,566,1937,"Comedy,Music,Short"
6.1,5619,1972,"Adventure,Animation,Comedy"
6.6,725,1999,Short
4.3,2233,1986,"Action,Adventure,Fantasy"
6.3,2601,1974,"Documentary,Short,Sport"
5.7,551,1974,"Documentary,Short,Sport"
5.1,128889,1899,"Documentary,Short"
6.5,2711,2001,"Fantasy,Romance,Thriller"
3.2,2715,1999,"Animation,Short"
6.4,24247,2001,Drama
3.1,1222,1982,"Documentary,Short"
5.2,12549,1999,Drama
5.6,62345,1965,Drama
7.2,1061,1997,Short
5.3,2688,2000,Short
6.8,973,1974,"Documentary,Short"
4.7,3789,1985,"Drama,Music"
3.5,988,1979,Short
4.1,665,1930,Drama
8.5,525,1956,Short
4.5,9018,1960,"Adventure,Crime,Mystery"
5.0,751,2001,"Crime,Drama,Thriller"
5.4,520,1967,"Adult,Short"
2.6,678,1968,Drama
6.1,973,1899,Short
5.0,972,2000,Drama
5.2,1048,1974,Drama
6.6,10865,2002,"Action,Crime,Thriller"
8.5,872,1988,Musical
7.5,33907,1999,Adult
7.2,502,1899,"Documentary,Short"
5.6,552,1899,"Comedy,Short"
5.1,595,2001,"Biography,Drama"
7.0,3149,1963,"Comedy,Music"
5.5,1194,1977,Comedy
8.3,804,1967,Crime
6.6,133290,1962,"Documentary,Short"
4.8,905,1989,Musical
6.9,2055,2000,Family
8.0,570279,1999,Comedy
5.9,186568,1976,Short
5.9,65798,1993,Music
5.2,702,1961,"Comedy,Romance"
3.5,2318,1921,Romance
6.4,31054,1998,"Documentary,Music,Short"
8.4,4758,1921,Drama
5.6,819,1975,Short
7.1,957,1910,"Drama,Short"
8.2,14314,1999,"Comedy,Drama"
5.8,47451,1975,Drama
6.4,775,1962,Drama
7.4,1982,1993,Documentary
6.6,1221,1975,Short
7.5,3310,1975,Short
5.7,1316,1973,Thriller
5.8,1507,1960,"Adventure,Drama,Fantasy"
4.4,592,1975,Short
6.7,3083,1999,"Comedy,Drama"
6.5,3206,1975,Short
5.6,9393,1975,Short
7.9,2938,2000,"Comedy,Drama,Romance"
6.1,3600,1972,Drama
6.0,4803,1975,"Short,Sport"
5.7,1624,1976,Short
4.7,716,1999,"Action,Thriller"
5.4,3530,1975,Short
7.2,2641,1999,Comedy
2.4,951,2000,Documentary
5.4,1175,1979,Drama
7.3,1089,1982,"Documentary,Short"
5.1,2252,1986,Drama
3.3,705,1999,"Drama,Short"
7.5,83581,1975,Short
5.9,2845,2000,"Documentary,Short"
4.6,522,2000,Comedy
1.6,2738,1948,Short
7.5,1560,1974,Short
7.0,640,1977,"Crime,Thriller"
5.4,1058,1975,Short
4.3,595,1976,Short
5.7,555,1981,"Comedy,Fantasy,Music"
8.7,773,1994,"Comedy,Drama"
7.0,4247,1974,Short
4.1,4020,1975,Drama
8.3,2712,1975,Short
3.7,1131,1975,Short
9.2,1025,1974,Short
2.3,523,1975,Short
6.2,548,1946,"Drama,Musical"
7.4,3655,1996,"Animation,Short"
2.8,1738,1999,"Crime,Thriller"
7.4,682579,1976,Short
3.5,4462,1947,"Drama,History,War"
5.5,2360,1970,Drama
8.6,1032,1976,Short
6.7,3044,1970,"Adult,Drama"
7.6,1770,1974,Adult
7.4,5064,2000,"Comedy,Romance"
5.5,4477,1999,"Comedy,Documentary"
6.7,800,1998,Comedy
6.6,12448,1976,Short
6.4,2297,1977,"Comedy,Family"
6.4,13839,2000,"Drama,Thriller"
7.4,7850,2001,"Adventure,Family,Fantasy"
6.5,625,1998,"Drama,Short"
5.9,2083,1999,"Action,Adventure,Fantasy"
4.1,9166,1935,"Drama,Musical"
7.7,2561,1975,Short
5.6,2205,1990,Music
6.9,537,1979,Documentary
3.2,1723,1975,Short
5.7,1391,2001,"Comedy,Drama,Romance"
7.7,10283,1981,Drama
8.1,210499,1999,"Action,Drama,Thriller"
7.7,4209,1984,"Documentary,History"
6.5,9606,1972,"Animation,Documentary"
7.1,1621,1999,Documentary
5.6,10438,1949,"Drama,Western"
5.8,136606,1949,Drama
5.5,61430,2001,Short
6.4,215291,1997,"Comedy,Short"
3.7,557,1987,"Biography,Documentary,Short"
5.4,769,1987,Documentary
7.6,282628,1949,Drama
6.0,25770,2001,"Horror,Thriller"
5.6,92992,1950,"Comedy,Drama"
7.2,912,2000,Horror
6.8,1148,1912,"Drama,Short"
3.3,1080,1994,"Comedy,Documentary"
7.1,743,1981,"Action,Crime"
6.5,4315,1993,"Comedy,Drama"
5.3,1046,1982,"Documentary,History"
3.1,2520,1949,"Crime,Drama"
4.7,573,1965,"Drama,Romance"
4.8,40717,1969,"Comedy,Drama"
5.2,594,1960,"Crime,Mystery"
7.1,155187,1975,"Crime,Drama"
6.2,104913,1983,Comedy
6.7,1541,2001,"Comedy,Crime,Drama"
8.5,3141,1964,Drama
7.9,5073,1988,"Drama,Music"
7.2,10252,2000,"Comedy,Short"
7.6,676,1974,"Documentary,Drama"
5.3,503,1975,Documentary
6.3,709,1968,Drama
6.8,766,1999,Documentary
7.2,8416,1996,"Comedy,Short"
5.6,636,1961,"Action,Adventure,Fantasy"
7.5,3522,2000,"Comedy,Crime,Drama"
6.3,791,1949,"Drama,Romance"
6.3,587,1999,"Comedy,Horror,Romance"
7.8,1391,1975,"Drama,Music"
7.4,6795,1985,"Adventure,Drama,Fantasy"
7.5,559,2000,Documentary
6.5,508,1994,"Comedy,Drama,Music"
5.1,595,1994,Short
9.1,584,1912,"Comedy,Short"
8.0,879,1987,"Drama,Fantasy,Music"
7.2,1633,2000,"Drama,Romance"
5.9,8288,1913,Short
5.8,694,1912,"Comedy,Short"
5.5,8650,1958,Drama
7.2,1059,1996,Short
4.9,668,1980,Short
5.0,8210,1909,"Drama,Short"
6.8,13003,1949,Drama
8.1,1512,2001,"Action,Comedy,Drama"
6.2,67620,1971,Short
8.7,834,1979,"Drama,Fantasy,Romance"
3.7,961,1968,Adult
7.5,99822,1984,"Music,Sci-Fi,Thriller"
6.7,16581,2000,"Fantasy,Romance"
8.1,17413,1989,"Comedy,Music"
5.7,766,1992,"Drama,Family"
7.3,4356,1987,"Drama,Music"
6.0,12450,1973,Western
6.1,586,1950,"Comedy,Musical"
8.1,709,1975,"Animation,Short"
5.2,9097,1975,"Documentary,Short"
7.2,1761,1991,"Comedy,Drama,Short"
7.2,537,1975,"Documentary,Short"
4.8,2233,1950,"Comedy,Drama"
6.8,1279,1987,Drama
5.5,4147,1976,"Documentary,Short"
7.0,1484,1896,"Documentary,Short"
6.1,794,1976,"Documentary,Short"
5.9,994,1919,"Adventure,Drama"
5.8,637,1958,Short
7.3,659,1975,Adult
7.4,1217,2000,"Crime,Drama"
7.7,782,2001,Short
7.4,25363,1911,"Comedy,Short"
6.5,8311,1953,Drama
4.7,2975,1912,"Comedy,Short"
6.4,178579,1913,"Drama,Short"
4.6,666,1914,"Drama,Short"
7.6,387455,1990,"Drama,Music"
5.5,9605,1912,"Drama,Romance,Short"
7.9,651581,2002,"Comedy,Crime,Drama"
5.7,2689,1983,Drama
6.8,2643,1915,"Drama,Short"
4.7,30244,1976,Comedy
8.0,540342,1919,"Crime,Drama,Sport"
6.9,5990,1977,Drama
5.4,1429,2000,"Documentary,Short"
5.5,1032,1913,"Comedy,Drama,Short"
6.4,169204,1992,Documentary
2.9,1031,1913,"Drama,Short"
7.9,868,1913,"Drama,Short"
5.5,970,1912,"Comedy,Short"
5.4,40006,2000,Drama
6.7,6547,1911,"Comedy,Short"
5.9,26190,2002,"Action,Short"
7.8,1027,1995,Documentary
4.6,1068,1984,"Adventure,Drama,Fantasy"
5.5,1128,2000,Drama
5.9,1242,1896,"Documentary,Short"
7.6,848,1997,"Drama,Music,Musical"
8.3,560538,1984,"Comedy,Drama"
7.2,1113,1913,"Drama,Short"
5.8,1677,1911,"Comedy,Short"
6.4,17654,1913,"Drama,Short"
5.1,13864,1912,"Drama,Short"
6.1,892,1993,Musical
5.8,1369,1914,Drama
6.5,126377,1915,"Comedy,Drama,Short"
8.1,2517,1913,"Crime,Drama,Short"
4.9,527,1913,"Action,Drama,Short"
7.0,1108,1914,"Drama,Short,Western"
5.0,45597,1899,"Documentary,Short"
6.4,70473,1978,Adult
7.7,3284,2003,"Action,Adventure,Crime"
6.5,957,2001,Drama
5.8,4308,1906,"Documentary,History,News"
7.6,192288,1899,"Comedy,Short"
6.1,15417,1978,Short
5.3,11744,1976,Adult
4.7,715,1913,"Drama,Romance,Short"
7.8,3564,1968,Drama
6.1,99027,1972,Short
5.8,3414,1969,Drama
6.8,25798,1899,"Documentary,Short,Sport"
5.9,10112,1997,"Documentary,History"
6.6,127516,1957,"Drama,Musical"
7.9,8074,1962,Drama
4.3,617,1967,Family
5.1,47514,1946,Comedy
6.4,721,1992,Romance
8.1,545,2000,"Adventure,Comedy,Family"
5.3,646,1914,"Comedy,Short"
7.2,390694,1994,"Drama,Music"
7.0,890,2000,"Drama,Fantasy,Mystery"
2.6,599,2000,Drama
6.0,4710,1999,"Adventure,Documentary"
5.6,44524,1999,"Action,Adventure,Animation"
3.7,1270,2000,"Game-Show,Reality-TV"
8.4,1109,2000,Comedy
5.7,86583,1976,"Comedy,Family"
6.9,518,1983,"Family,Game-Show"
7.7,1051,1899,"Documentary,Short"
2.2,5175,1899,"Documentary,Short"
6.6,649,1899,Documentary
7.4,2654,1899,"Documentary,Short"
3.2,728,1899,"News,Short"
7.1,2928,2000,Comedy
6.8,5404,1993,Drama
8.0,48542,1949,"Drama,Short"
5.3,537,1964,Short
6.1,7964,1960,Short
6.3,4748,1977,"Action,Crime,Romance"
3.5,1582,1985,"Documentary,News"
6.8,1538,1899,"News,Short"
7.1,11622,2000,"Drama,History,War"
6.1,9012,1899,"Documentary,Short"
6.1,1045,2002,"Action,Adventure,Horror"
3.8,538,1952,"Drama,Short"
6.9,86491,1910,"Documentary,Short"
6.1,6667,1950,"Drama,Short"
7.0,1175,1976,"Animation,Short"
6.8,721,1950,"Drama,Short"
7.3,786,1992,"Documentary,Short"
7.8,1299,1990,"Crime,Drama,Thriller"
8.6,694,1980,"Action,Crime,Drama"
7.2,589,1972,Crime
8.5,659,1978,"Documentary,Drama"
7.0,1219,1976,"Documentary,Short"
6.7,504,1961,"Drama,War"
7.0,528,1968,"Drama,Thriller"
6.5,4244,1986,Drama
7.5,41903,1945,"History,War"
7.4,1128,1953,"Comedy,Fantasy,Mystery"
6.7,747,1949,"Drama,Short"
6.2,1033,1997,"Adult,History"
6.5,540,1999,Adult
7.2,3091,1998,Adult
7.3,897,1987,"Adventure,Crime"
6.7,897,1899,"News,Short"
6.9,594,1978,"Documentary,Short"
7.8,903,1898,"Documentary,Short"
3.2,528,1978,"Documentary,Short"
7.6,610,1989,"Comedy,Drama"
4.1,4613,1960,"Drama,Romance"
6.3,586,1988,"Action,Drama"
7.4,625,1991,"Comedy,Drama"
3.2,2163,1950,"Drama,Short"
3.9,841,2000,Animation
4.5,36859,1985,"Crime,Drama,Horror"
4.2,505,1944,"Documentary,Short"
6.2,2752,1976,"Documentary,Short"
3.8,1051,1978,Documentary
8.3,516,2000,Biography
5.3,73750,1994,Short
6.2,47072,1899,"News,Short,Sport"
8.2,687338,1998,Short
5.7,50066,2001,Thriller
6.3,1316,2000,Thriller
4.5,758,1990,"Documentary,Short"
6.4,1259,2000,Short
5.0,1190,1978,"Comedy,Music"
5.1,25276,1988,Comedy
7.9,2103,2002,"Crime,Drama,Thriller"
7.1,707,1969,Documentary
5.9,91484,1972,Short
6.6,86345,1977,"Drama,Mystery,Romance"
6.1,771,1952,"Drama,Short"
7.8,773,1947,Documentary
6.7,29803,1898,"Comedy,Short"
7.7,36032,1979,"Comedy,Music,Romance"
4.0,1125,1898,Short
7.2,853,1970,Drama
5.3,1759,1970,"Adventure,Romance"
7.8,875,1951,"Drama,Short"
4.9,607,1972,Short
6.9,303502,1954,Drama
3.4,650,1958,War
6.2,16510,1967,"Comedy,Drama"
6.5,698,2000,"Documentary,Short,Sport"
8.2,3874,1999,"Biography,Documentary,Sport"
6.4,2198,1965,"Crime,Mystery"
7.2,621,1910,"Comedy,Short"
4.9,871,1989,Comedy
8.4,902,1990,Comedy
6.8,1238,1980,"Comedy,Drama"
6.8,736,1953,Drama
8.6,3643,2000,Animation
6.8,7225,2000,"Drama,Romance"
7.8,27825,1983,Drama
7.7,9327,1984,Drama
8.3,511,1950,"Drama,Short"
8.4,110820,1987,Short
6.9,874915,2002,"Biography,Drama"
5.0,820,2000,Documentary
6.9,442138,1987,Crime
8.2,671,2000,"Comedy,Drama"
5.4,17828,1993,Romance
7.3,1011,1997,"Animation,Comedy"
6.3,34229,1985,Documentary
4.1,5429,1975,Short
6.7,8960,2001,Drama
4.1,1178,1932,"Drama,History"
4.2,3677,2001,"Comedy,Drama,Sport"
6.5,167150,1926,Documentary
4.5,518,1920,Drama
6.8,614,1985,Documentary
6.5,519914,1997,Adult
7.0,6140,1989,Drama
6.5,771,1995,Documentary
8.7,25092,1973,Animation
7.3,1710,1921,Drama
5.0,1364,1926,"Crime,Drama"
3.1,1776,1977,"Drama,Mystery"
4.1,650,1967,"Crime,Drama"
7.1,1405,1965,"Crime,Drama"
6.9,2031,1923,Drama
8.5,7106,1993,"Documentary,Music"
6.2,652,1961,"Adventure,Drama,Mystery"
4.4,793,2001,Comedy
6.8,832,1930,Documentary
8.7,1133,2000,"Biography,Crime,Drama"
6.7,4183,1982,"Drama,Short"
5.8,1061,1922,"Documentary,Short"
6.7,4717,1945,Short
5.0,2128,1919,Drama
6.7,790,1982,"Drama,Music,Romance"
8.3,2151,1984,Documentary
6.0,3791,1951,"Comedy,Drama"
6.1,560,1972,Short
6.9,1190,1999,Adult
6.0,558,1909,"Comedy,Short"
5.6,656,1980,Biography
8.0,1530,1976,Adult
7.3,1236,1994,"Action,Fantasy,Sci-Fi"
5.6,561,2001,"Drama,Romance"
5.3,3520,1985,"Comedy,Drama"
6.6,1544,1967,Short
7.6,5370,1989,Adult
7.1,840,2000,Reality-TV
6.0,503,1937,Sport
7.2,675,1994,"Drama,Music"
7.8,10656,1979,"Drama,History,Musical"
5.6,1590,1999,Short
6.8,1230,1921,"Crime,Drama,Mystery"
6.1,1368,2000,"Documentary,Horror"
7.8,169454,1973,Documentary
2.4,762,1956,Comedy
6.6,1442,1972,Drama
7.5,40430,1964,Short
7.1,625,1970,Drama
6.4,48454,1983,"Documentary,Drama,History"
8.3,709235,1938,Documentary
8.0,4943,1941,Drama
7.3,1998,1967,"Drama,Romance"
6.3,1549,1956,Drama
7.5,1278,1941,Drama
6.8,937,2000,Documentary
7.6,867,2000,Drama
7.7,1260,1999,"Animation,Comedy,Short"
8.4,529,1938,"Comedy,Drama"
8.4,465595,2000,"Drama,Short"
7.2,5802,1921,Comedy
8.1,22668,1938,"Crime,Drama"
7.5,9139,1983,"Crime,Drama"
7.1,3723,1999,Short
6.3,1527,1932,Short
5.4,2775,2000,"Comedy,Drama"
7.1,89461,2001,"Drama,Romance"
3.6,1563,1938,Drama
6.6,33201,1977,"Action,Drama,Fantasy"
4.2,680,2000,Drama
7.8,3249,1970,Drama
4.7,863,1999,Short
4.7,698,1960,Comedy
6.3,24740,2002,"Drama,Fantasy,Mystery"
6.7,1328,2001,"Comedy,Drama"
3.4,1959,1994,Short
3.2,815,1938,Drama
7.3,644,2001,Comedy
6.4,14516,2000,"Fantasy,Sci-Fi"
1.9,569,1984,Drama
6.9,8110,2001,"Crime,Drama"
6.8,60322,1975,"Drama,Fantasy,Music"
4.2,738,1967,"Adventure,Drama,Family"
7.1,924,1993,Adult
4.3,629,1980,"Drama,Horror"
5.5,1634,2007,"Action,Fantasy,Thriller"
5.7,1186,2001,"Comedy,Romance"
4.3,1468,1949,Drama
6.2,5065,1999,Comedy
6.3,1700,1980,Documentary
7.9,1959,1995,"Action,Sport"
3.2,1175,1940,Drama
3.4,696,1925,"Comedy,Short"
7.5,52642,1963,Drama
5.8,657,1983,"Drama,Family"
3.4,954,2001,"Crime,Mystery,Thriller"
5.9,1973,1942,Short
6.7,1307,1945,"Documentary,News,Short"
5.8,2719,1966,"Drama,Musical"
6.6,2655,1990,Documentary
6.4,684,1998,Short
5.8,621,1974,Drama
7.3,7367,1972,Adult
6.3,513,1969,"Crime,Drama"
6.4,1232,1933,"Adult,Short"
6.1,503,1999,Short
6.9,1750,1980,Adult
6.5,824,1965,"Crime,Horror"
7.7,679,1998,"Documentary,Short"
7.5,7037,2001,"Fantasy,Mystery,Romance"
8.4,923,1973,Drama
5.5,767,2000,Comedy
6.3,2280,1979,Drama
5.8,953,2001,Drama
6.5,1690,1992,"Comedy,Documentary"
6.6,1627,1972,Drama
6.6,4275,1973,Drama
6.8,833,1954,"Drama,Short"
7.2,13929,1990,"Action,Drama,Horror"
7.9,5144,1982,Comedy
7.8,510,1993,Music
4.6,3080,1968,"Drama,Short"
3.0,833,2000,"Comedy,Crime"
7.4,690,1998,Drama
4.1,1402,1965,"Biography,Short"
6.9,65658,1997,Adult
5.9,4899,2001,"Crime,Drama,Thriller"
4.6,12022,1989,Short
6.5,883,1967,Drama
3.2,17650,1922,Comedy
9.0,12762,1973,Crime
8.3,545,1978,Crime
5.9,3519,1928,"Action,Drama,History"
7.5,188459,1951,History
5.2,6426,2000,Drama
5.5,44274,1997,"Comedy,Drama,Music"
6.7,16968,1991,Action
5.3,5839,1948,Short
3.0,2160,1998,Thriller
5.2,1614,1981,Documentary
6.1,990,1920,Drama
8.8,1841,1914,Documentary
3.4,12394,1954,"Drama,Short"
5.4,36691,1927,"Crime,Drama"
7.6,1256,1918,Documentary
7.1,855,1950,"Drama,Fantasy,Short"
7.8,731,1927,"Drama,Family"
9.5,2674,1953,"Drama,Short"
9.4,10947,1953,"Drama,Short"
8.7,7404,1981,"Horror,Mystery"
6.2,77496,1995,"Drama,Mystery"
7.4,5573,1983,"Documentary,Short"
5.7,13310,1999,Adult
6.0,8913,1991,"Action,Drama"
7.0,239634,1993,"Drama,Fantasy,Music"
6.1,877,1982,"Drama,Family"
7.3,109151,1983,Drama
3.6,1455,1927,Short
5.9,30248,1909,Documentary
6.8,1729,1955,"Comedy,Drama"
5.4,636,1970,"Drama,Short"
7.3,342248,1999,"Comedy,Drama,Romance"
7.4,1869,1997,Adult
7.5,7068,2001,Short
5.8,1128,1979,"Action,Comedy,Drama"
6.9,1007,1983,"Drama,Music"
6.5,123683,1937,Documentary
4.0,815,1982,"Action,Drama"
7.3,660,1927,Family
5.8,1673,1991,Documentary
7.4,683,2001,Drama
6.6,1105,1927,"Crime,Drama"
8.3,723,1972,Drama
5.9,2031,1977,"Drama,Musical"
6.5,596,2001,"Crime,Thriller"
6.9,784,2001,Drama
4.7,3208,2000,"Crime,Drama,Mystery"
5.6,580,1986,"Comedy,Sci-Fi"
5.6,83205,2021,Horror
5.6,513,1897,"News,Short"
6.0,3430,1997,"Documentary,Music"
6.7,2628,1955,"Drama,Short"
7.2,705,2000,Short
1.5,8128,1987,"Adult,Short"
4.8,10197,1952,"Drama,Short"
6.5,1230,1956,"Documentary,Short"
7.3,1545,1980,Drama
6.0,848,1981,Comedy
6.7,826,1938,"Comedy,Short"
8.2,661,1979,Short
5.3,2195,1969,Short
7.8,8441,1970,Comedy
4.4,2703,1968,Drama
5.9,681,1968,Drama
6.9,286238,1976,Short
5.2,31664,1959,"Drama,Short"
7.0,1737,2000,Short
3.3,1088,1997,"Animation,Short"
6.1,4155,1967,Drama
3.3,1882,1956,"Documentary,Drama,Short"
5.3,867,1961,"Drama,Short"
6.0,289167,2000,Comedy
7.6,82721,1964,Talk-Show
6.6,941,1970,Family
7.2,6746,1998,Talk-Show
6.6,1844,2000,Drama
6.0,18999,1950,Music
6.8,21253,1986,Talk-Show
5.4,536,2000,"Animation,Family"
5.7,4430,1983,Family
7.1,3778,2000,Comedy
2.1,1025,1956,Comedy
7.0,3621,1950,Comedy
7.2,4459,1992,"Drama,Music,Romance"
